time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452200000	5.54281	19.4928	5.07648	3.68504	0.458702	lidar	1.70701	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.34045	19.3456	5.06995	3.71502	0.465869	radar	1.70695	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.13284	19.2429	5.0386	3.72834	0.4574	lidar	2.11363	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.95706	19.129	4.89659	3.74688	0.450589	radar	4.71327	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.79928	18.982	4.82854	3.77982	0.46109	lidar	0.549803	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.58616	18.832	4.91679	3.80143	0.461878	radar	1.61455	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.41181	18.702	4.86827	3.82234	0.460687	lidar	1.09548	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.24282	18.558	4.76984	3.84428	0.457178	radar	1.15085	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.12157	18.409	4.66923	3.87934	0.470056	lidar	1.50702	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.92048	18.238	4.89625	3.9041	0.478067	radar	7.4396	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65613	18.0906	5.01023	3.89912	0.449405	lidar	2.84536	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.50573	17.9404	4.85131	3.91965	0.444069	radar	3.47977	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.27166	17.7705	4.94403	3.92453	0.426457	lidar	1.38212	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08148	17.588	5.05551	3.9459	0.429923	radar	2.17392	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.91014	17.4688	4.98495	3.95206	0.416847	lidar	6.38896	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75	17.2562	5.10912	3.98697	0.434803	radar	2.64628	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.5734	17.0675	5.11791	4.00514	0.431341	lidar	0.041792	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42141	16.902	4.93287	4.0186	0.418558	radar	2.32315	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25979	16.7306	4.91883	4.03337	0.413069	lidar	0.563032	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.09268	16.5332	4.8703	4.04839	0.404289	radar	4.84789	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93133	16.3041	4.93046	4.07251	0.40697	lidar	2.17462	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.78897	16.1274	4.82796	4.08679	0.398873	radar	0.883026	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.58609	15.9573	4.87634	4.08148	0.374645	lidar	2.12544	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.4458	15.7275	5.01989	4.11069	0.38827	radar	1.88447	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.26959	15.5065	5.08126	4.12132	0.379164	lidar	0.779695	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.12022	15.3137	5.02525	4.13196	0.369798	radar	1.13848	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.905354	15.0898	5.13728	4.12755	0.346772	lidar	2.47191	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.77704	14.9114	4.97619	4.13835	0.33728	radar	2.74666	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.672212	14.7016	4.94198	4.16446	0.34639	lidar	0.271293	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.550368	14.461	5.05939	4.19117	0.357966	radar	1.60717	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.373898	14.2352	5.12702	4.19276	0.34177	lidar	0.980281	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.234226	13.9821	5.30806	4.21401	0.34977	radar	2.30675	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.215913	13.7385	5.20322	4.26856	0.386026	lidar	3.92917	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.10184	13.4949	5.28121	4.28901	0.388924	radar	0.669642	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0607278	13.2581	5.33209	4.28866	0.369473	lidar	1.11079	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.172748	13.0421	5.19443	4.29887	0.358557	radar	1.43212	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.177472	12.8248	5.06944	4.34716	0.389187	lidar	3.78598	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.285867	12.6	4.96448	4.35601	0.37607	radar	3.01675	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.401786	12.3656	4.9939	4.36398	0.365319	lidar	0.352754	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.510797	12.1577	4.9231	4.36862	0.351013	radar	3.58822	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.588182	11.9433	4.89357	4.38529	0.350602	lidar	0.48119	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.701072	11.714	4.89135	4.38886	0.336075	radar	2.87516	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.890974	11.4647	5.00616	4.3662	0.296677	lidar	5.18123	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.973112	11.2436	4.86224	4.37659	0.288593	radar	2.61363	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.14803	11.0137	4.93907	4.35568	0.2538	lidar	3.75038	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.23304	10.7683	5.04597	4.37234	0.260457	radar	1.09614	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.36869	10.5096	5.12132	4.36793	0.242877	lidar	1.47213	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.46286	10.2465	5.21181	4.38049	0.244634	radar	1.09087	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.56184	10.0362	5.16803	4.38349	0.23636	lidar	2.30669	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.64224	9.81098	5.08157	4.39223	0.231717	radar	0.677744	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.72097	9.59242	5.0457	4.40169	0.230125	lidar	0.781417	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.83435	9.33842	5.14809	4.40215	0.220784	radar	2.80102	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.92789	9.03999	5.24592	4.41187	0.218363	lidar	3.88199	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0034	8.82325	5.10619	4.41709	0.210039	radar	2.11215	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.10493	8.56954	5.14501	4.41794	0.200379	lidar	0.368099	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.2304	8.3145	5.18205	4.40874	0.18042	radar	3.37272	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.28045	8.08445	5.13152	4.42606	0.188922	lidar	0.505893	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.33454	7.87891	5.01937	4.43751	0.190402	radar	5.32595	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.4534	7.62425	5.08518	4.42904	0.172504	lidar	1.27577	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.59869	7.39351	5.00213	4.40365	0.133331	radar	6.78167	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.70893	7.13467	5.06719	4.399	0.121817	lidar	0.783542	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.77276	6.90392	5.06973	4.41108	0.129809	radar	1.31103	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.81406	6.70237	4.96941	4.42681	0.139664	lidar	1.83144	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.86296	6.49162	4.80016	4.43393	0.13458	radar	3.33778	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.92354	6.25644	4.80328	4.44267	0.136431	lidar	0.0613145	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.04433	6.00615	4.90048	4.43017	0.117724	radar	4.53097	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.13761	5.72405	5.00744	4.42965	0.110437	lidar	2.17501	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.24234	5.4797	4.9532	4.41579	0.0843432	radar	2.99279	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.34561	5.21184	5.0412	4.41061	0.0745684	lidar	1.09054	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.41932	4.96634	5.0619	4.41602	0.0772322	radar	0.0502027	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.54337	4.67629	5.20671	4.40496	0.0619979	lidar	2.73992	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6542	4.42246	5.17264	4.38853	0.0340209	radar	2.91766	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.79384	4.14007	5.31177	4.37292	0.0171295	lidar	3.00641	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.87844	3.90036	5.30211	4.37666	0.0226068	radar	1.02064	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.94617	3.67422	5.22903	4.3824	0.0270559	lidar	0.598691	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.04239	3.47651	5.09766	4.36905	0.00583194	radar	4.59589	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.13277	3.23228	5.1126	4.36826	0.0048381	lidar	0.0282984	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.25458	2.96991	5.17668	4.35275	-0.0170679	radar	1.38564	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.3474	2.69054	5.2608	4.35487	-0.0142906	lidar	1.12746	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.43701	2.4405	5.26695	4.3557	-0.0124089	radar	0.0601249	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.54448	2.17016	5.33978	4.35307	-0.01375	lidar	0.605037	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.65436	1.93456	5.32438	4.33449	-0.0442733	radar	4.74168	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77281	1.65283	5.42814	4.33086	-0.0443877	lidar	1.2947	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89871	1.39503	5.48293	4.31648	-0.0623936	radar	0.865251	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.95226	1.17512	5.34721	4.32294	-0.056059	lidar	4.97326	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.04574	0.967066	5.24566	4.31705	-0.0600985	radar	1.23282	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.10246	0.746546	5.14902	4.32245	-0.0545152	lidar	3.56534	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.20277	0.43604	5.34301	4.32666	-0.0499184	radar	5.1126	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.27609	0.202395	5.28455	4.32903	-0.0467841	lidar	1.394	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.38605	-0.026271	5.2224	4.32581	-0.0422612	radar	5.79714	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.45655	-0.256519	5.17186	4.32901	-0.0385874	lidar	1.3951	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.57324	-0.434137	5.08196	4.30755	-0.0634908	radar	3.95553	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.70508	-0.613469	4.99435	4.28583	-0.0833803	lidar	2.84012	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.81908	-0.858057	5.14853	4.27299	-0.101396	radar	6.09064	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.91795	-1.13123	5.22218	4.279	-0.088684	lidar	1.17588	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.00906	-1.40451	5.28996	4.28651	-0.0762257	radar	2.44571	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.1464	-1.61202	5.24571	4.26827	-0.0915741	lidar	1.48312	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.28565	-1.87053	5.44909	4.25213	-0.111439	radar	3.97249	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.39551	-2.12087	5.45321	4.25119	-0.106734	lidar	0.181425	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.5427	-2.32592	5.37377	4.23179	-0.120721	radar	3.81824	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.69213	-2.5338	5.33619	4.21235	-0.135144	lidar	1.02274	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.84431	-2.75379	5.34996	4.19502	-0.147079	radar	1.53529	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.94302	-3.01741	5.38092	4.20431	-0.129517	lidar	1.54976	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.07107	-3.23916	5.3115	4.1977	-0.128205	radar	0.337867	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.19571	-3.42625	5.23143	4.18307	-0.138545	lidar	1.74763	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.34235	-3.67839	5.28655	4.17856	-0.134682	radar	4.24846	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.49619	-3.81035	5.14273	4.14441	-0.16586	lidar	5.88424	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.6389	-4.02422	5.18312	4.13331	-0.17016	radar	0.598017	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.7969	-4.24942	5.20992	4.12265	-0.171751	lidar	0.491401	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.94721	-4.47009	5.21668	4.11407	-0.171348	radar	0.357328	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.11359	-4.70518	5.26367	4.10521	-0.170676	lidar	1.11133	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.25429	-4.89972	5.09777	4.09757	-0.166943	radar	2.2167	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.38973	-5.11005	5.09147	4.09333	-0.16289	lidar	0.160406	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.53551	-5.2703	4.9448	4.07609	-0.171498	radar	3.44527	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.72401	-5.46858	4.98133	4.05615	-0.182373	lidar	2.07106	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.88419	-5.66472	4.9858	4.04486	-0.184431	radar	0.290177	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.04108	-5.84668	4.9691	4.0318	-0.188581	lidar	0.113241	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.17959	-5.99638	4.82834	4.01759	-0.193356	radar	5.37227	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.34805	-6.09909	4.72854	3.98286	-0.220098	lidar	4.42117	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.52446	-6.285	4.79566	3.96925	-0.222805	radar	1.24862	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.67058	-6.48677	4.81311	3.96986	-0.210774	lidar	0.444726	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.88864	-6.65977	4.965	3.94215	-0.228832	radar	7.58813	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.0937	-6.82754	4.98594	3.9195	-0.239778	lidar	0.942763	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2771	-6.9935	5.02148	3.90368	-0.244151	radar	0.94863	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5115	-7.17851	5.09383	3.88109	-0.253642	lidar	3.99068	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7126	-7.32657	5.0919	3.85873	-0.263601	radar	2.00464	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9634	-7.49242	5.15775	3.83025	-0.278092	lidar	3.9018	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1475	-7.63398	5.05563	3.81443	-0.280072	radar	1.41987	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3026	-7.77819	4.99073	3.80804	-0.273218	lidar	2.85053	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.4937	-7.90834	4.93898	3.78907	-0.278708	radar	1.83355	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.673	-8.009	4.86667	3.76564	-0.288832	lidar	3.02165	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8595	-8.12557	4.73024	3.74639	-0.293636	radar	1.35222	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0723	-8.21511	4.70889	3.71416	-0.311112	lidar	0.987229	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3011	-8.35027	4.91111	3.69542	-0.313942	radar	3.05589	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5066	-8.43016	4.86105	3.66567	-0.328161	lidar	1.97301	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7032	-8.52372	4.72075	3.64319	-0.334648	radar	1.66731	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9859	-8.61467	4.80597	3.60307	-0.356888	lidar	5.17191	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2348	-8.72238	4.92125	3.5799	-0.361435	radar	2.97379	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.459	-8.76818	4.878	3.54285	-0.380316	lidar	2.37525	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6601	-8.82343	4.6876	3.51366	-0.391731	radar	3.87245	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.8969	-8.9204	4.72374	3.49537	-0.390217	lidar	0.790928	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1546	-9.01271	4.92539	3.47634	-0.388076	radar	2.85621	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3896	-9.11276	4.94114	3.46416	-0.380949	lidar	0.385893	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6151	-9.18676	4.87602	3.44497	-0.381717	radar	0.346521	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9043	-9.1896	4.92786	3.39232	-0.414114	lidar	2.8791	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1641	-9.26379	4.96431	3.37378	-0.411895	radar	4.39639	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4417	-9.36514	5.04212	3.36459	-0.400498	lidar	4.8815	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6759	-9.40327	4.89431	3.33749	-0.409492	radar	2.15479	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9399	-9.47608	4.94297	3.32382	-0.402757	lidar	1.91891	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1846	-9.49545	4.87968	3.29343	-0.413786	radar	2.28978	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4359	-9.4881	4.88447	3.25624	-0.429717	lidar	0.836584	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6439	-9.49911	4.78011	3.23213	-0.433305	radar	4.97458	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9328	-9.47981	4.8589	3.19078	-0.452158	lidar	2.04619	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1898	-9.53148	4.95162	3.18495	-0.434305	radar	7.57237	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4556	-9.5418	4.98379	3.16241	-0.435074	lidar	0.478985	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7099	-9.53738	4.93919	3.13559	-0.441459	radar	1.71375	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9668	-9.50231	4.95699	3.10126	-0.453232	lidar	0.391972	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.204	-9.47582	4.88095	3.07166	-0.461791	radar	0.711036	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4043	-9.50892	4.80104	3.07094	-0.440283	lidar	1.6642	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6417	-9.49494	4.86064	3.05383	-0.43355	radar	1.76885	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.894	-9.47853	4.87803	3.03455	-0.431294	lidar	0.264522	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1242	-9.44059	4.90116	3.01183	-0.430876	radar	3.93321	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3733	-9.32537	4.93275	2.9598	-0.460065	lidar	3.32624	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6011	-9.26031	4.84765	2.92706	-0.472095	radar	1.25417	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.859	-9.136	4.91109	2.87711	-0.497373	lidar	1.86794	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0954	-9.0399	4.92051	2.84121	-0.50812	radar	5.19735	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2589	-9.15345	4.70442	2.88538	-0.441415	lidar	13.1953	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4998	-9.10825	4.7624	2.87204	-0.431407	radar	1.66724	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7235	-9.01039	4.77091	2.83857	-0.442714	lidar	0.732428	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9668	-8.93088	4.78881	2.81396	-0.445945	radar	2.54199	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1609	-8.86147	4.72784	2.79429	-0.443142	lidar	1.08662	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3941	-8.77723	4.72559	2.77076	-0.445812	radar	1.96167	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5824	-8.74824	4.63215	2.76857	-0.426337	lidar	1.3945	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7658	-8.63047	4.4837	2.72702	-0.451308	radar	6.01317	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9695	-8.54676	4.47662	2.70773	-0.448195	lidar	0.0396908	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1803	-8.44018	4.5569	2.68597	-0.444495	radar	2.17935	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4183	-8.33068	4.62123	2.66402	-0.444672	lidar	1.48863	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6057	-8.22462	4.56193	2.6391	-0.448855	radar	0.785491	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8607	-7.97368	4.78256	2.57216	-0.491809	lidar	6.90673	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0459	-7.84003	4.65893	2.53632	-0.510182	radar	3.95419	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2852	-7.65054	4.79669	2.49746	-0.523396	lidar	2.59691	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
